episode,prefix,completion,valid,reward,grammar_reward,tag_reward,axis_reward,noun_tag_dist,verb_tag_dist,adj_tag_dist,loss,baseline
20,VAST DEBT,DULL WOLF MAN WOMAN BIG PATTERN ENCRYPTED LEADER CAT ELDER CLEAN HORSE TRAPPED DOG HEAR,0,1.2870,1.0000,0.8611,0.1433,0.8333,1.0000,0.7500,4.7974,0.7374
21,SEED MOVE BOOK SPREAD,RUN,0,1.2058,1.0000,0.6000,0.1292,1.0000,0.8000,0.0000,6.0323,0.7608
22,LIE GROW,PATTERN MEMORY HEAR,0,1.1869,1.0000,0.5833,0.0595,0.7500,1.0000,0.0000,2.3595,0.7821
23,BORDER GROW,LEADER TRAPPED CALM INSECT LEADER,0,1.3108,1.0000,1.0000,0.0540,1.0000,1.0000,1.0000,2.6469,0.8086
24,MAP BURN,,1,0.2000,0.0000,0.6667,0.0000,1.0000,1.0000,0.0000,-3.7422,0.7781
25,OUTCAST CHILD,SOLDIER METAL SEED DULL ROBOT GENERATE TIME,0,1.2907,1.0000,0.8148,0.2314,0.7778,1.0000,0.6667,3.8208,0.8038
26,FREE MAN,HEAR KNOW CHOOSE,0,1.3081,1.0000,1.0000,0.0406,1.0000,1.0000,1.0000,3.8407,0.8290
27,GUARD BUILD TOOL BUILD WOOD GROW,ROBOT HEAR TRADE PHONE THINK MEMORY FALL BETRAY HORSE TOOL DORMANT SHARP CLOCK ELDER SMALL,0,1.2568,1.0000,0.8333,0.0342,0.6000,0.9000,1.0000,8.1636,0.8504
28,MOUNTAIN,FIRE CLOCK CORRUPTED SAD SMALL WOLF HEAR TRAPPED STONE SEE DULL BETRAY HORSE MAP BURN,0,1.3072,1.0000,1.0000,0.0362,1.0000,1.0000,1.0000,2.1748,0.8732
29,SMALL BIRD,IDENTITY,0,1.2296,1.0000,0.6667,0.1482,1.0000,0.0000,1.0000,3.1051,0.8910
30,ENGINE SEE ASHAMED WOLF MOVE GUARD,,1,0.3000,0.0000,1.0000,0.0000,1.0000,1.0000,1.0000,-12.4446,0.8615
31,DOG,AUTOMATED KEY UPDATE VAST CONNECTED WATER,0,1.3276,1.0000,1.0000,0.1378,1.0000,1.0000,1.0000,2.2783,0.8848
32,KEY BURN,FAIL FOLLOW WANT OPTIMAL DULL BRIDGE ISOLATED TALK MOVE SHARP CHOICE MOVE WOLF,0,1.3090,1.0000,0.9667,0.0951,1.0000,0.9000,1.0000,2.6060,0.9060
33,MAP FAIL,AUTOMATED ORDERED RULE DOG SPREAD,0,1.2789,1.0000,0.8889,0.0611,1.0000,0.6667,1.0000,2.3117,0.9246
34,WOOD FALL,,1,0.2000,0.0000,0.6667,0.0000,1.0000,1.0000,0.0000,-3.8050,0.8884
35,WOOD BURN,INSECT SEE CORRUPTED CLEAN REBELLIOUS BURN STRANGER DOG SOLDIER FALL,0,1.2729,1.0000,0.8667,0.0644,1.0000,0.6000,1.0000,2.0348,0.9076
36,MAN MOVE DOG CARRY VAST ISOLATED,OBEDIENT WOMAN FALL,0,1.2036,1.0000,0.6667,0.0178,0.3333,0.6667,1.0000,6.3346,0.9224
37,PLAN FAIL,,1,0.2000,0.0000,0.6667,0.0000,1.0000,1.0000,0.0000,-4.5585,0.8863
38,MEMORY GROW,SEE SIMPLE GUARD MOVE HELP TOOL HEAR CAR ROOM WEAK NETWORK REBELLIOUS FALL MOVE MARKET,0,1.3079,1.0000,0.9583,0.1022,1.0000,0.8750,1.0000,2.5131,0.9074
39,ROBOT SEE,BURN COMPUTER,0,1.1699,1.0000,0.5556,0.0164,0.6667,1.0000,0.0000,1.9719,0.9205
40,CAMERA SEE CLEAN STRANGER FAIL,BURN,0,1.3225,1.0000,1.0000,0.1126,1.0000,1.0000,1.0000,7.1986,0.9406
41,MARKET,BRIDGE SPREAD RIVER ENCODE,0,1.1831,1.0000,0.5833,0.0405,0.7500,1.0000,0.0000,0.9785,0.9527
42,AUTOMATED CAR FALL,FALL,0,1.2261,1.0000,0.6667,0.1307,1.0000,0.0000,1.0000,2.9259,0.9664
43,SYSTEM FAIL,FAMOUS CARRY DOG,0,1.3869,1.0000,1.0000,0.4346,1.0000,1.0000,1.0000,2.3780,0.9874
44,REBELLIOUS WOMAN,SPREAD,0,1.3970,1.0000,1.0000,0.4848,1.0000,1.0000,1.0000,2.7790,1.0079
45,CHILD BURN,MOUNTAIN CALM TRUST,0,1.3224,1.0000,1.0000,0.1122,1.0000,1.0000,1.0000,2.0668,1.0236
46,ISOLATED CAT,FALL DRONE ISOLATED,0,1.2139,1.0000,0.6667,0.0696,1.0000,1.0000,0.0000,1.4410,1.0332
47,WOOD BURN,DULL COMPUTER ERROR FALL,0,1.3097,1.0000,0.8889,0.2154,1.0000,0.6667,1.0000,1.3675,1.0470
48,DRONE ENCODE CHAOTIC VAST,HAPPY MOVE LEADER ACTIVE ENGINE COMPUTER RUN CAT,0,1.2981,1.0000,0.9524,0.0618,0.8571,1.0000,1.0000,3.1979,1.0595
49,STRANGER WANT WOLF CHOOSE MOUNTAIN FALL,PATTERN,0,1.2914,1.0000,0.6667,0.4572,1.0000,1.0000,0.0000,5.1091,1.0711
50,DIRTY STONE,GENERATE HEAR ASHAMED FALL,0,1.3169,1.0000,0.8889,0.2513,1.0000,1.0000,0.6667,2.2075,1.0834
51,BROKEN DOG,CAR GUARD FALL DORMANT DEAD PROUD CORRUPTED TRUSTED CHILD SPREAD MOVE SIMPLE METAL,0,1.2706,1.0000,0.8571,0.0672,0.8571,1.0000,0.7143,1.5653,1.0928
52,ROOM,SPREAD SYSTEM,0,1.2553,1.0000,0.6667,0.2764,1.0000,1.0000,0.0000,0.7066,1.1009
53,CHILD HELP TRAPPED REBELLIOUS,OPTIMAL FALL RUN OPTIMAL FAIL,0,1.3577,1.0000,1.0000,0.2883,1.0000,1.0000,1.0000,3.5027,1.1137
54,METAL,,0,1.1000,1.0000,0.3333,0.0000,1.0000,0.0000,0.0000,-0.0678,1.1131
55,OUTCAST GUARD,ROOM,0,1.2733,1.0000,0.6667,0.3664,1.0000,0.0000,1.0000,1.2266,1.1211
56,FOOD BURN,WARN BURN BURN SOLDIER CAT HEAR BIG ASHAMED GROW BURN NETWORK BIG SENSOR CORRUPTED PLAN,0,1.2823,1.0000,0.9048,0.0543,1.0000,0.7143,1.0000,0.8322,1.1291
57,SAD,HEAR CLEAN DOG GROW LEADER MOVE BROKEN STRONG BURN AUTOMATED SLOW OBEDIENT COMPUTER SAD SAD,0,1.4191,1.0000,0.9167,0.7203,1.0000,1.0000,0.7500,1.3079,1.1436
58,CAMERA GENERATE TIME,,1,0.2000,0.0000,0.6667,0.0000,1.0000,1.0000,0.0000,-9.2255,1.0964
59,VAST BORDER GROW,FALL,0,1.3023,1.0000,0.8889,0.1784,1.0000,0.6667,1.0000,1.6924,1.1067
60,TOOL BURN,DRONE ENCRYPTED TOOL TOOL,0,1.2447,1.0000,0.7778,0.0570,0.3333,1.0000,1.0000,0.7407,1.1136
61,ISOLATED INSECT,LIE REBELLIOUS TRUSTED ELDER TALK SIGNAL,0,1.3633,1.0000,0.8778,0.5000,0.8333,1.0000,0.8000,1.9700,1.1261
62,LIE,OUTCAST FALL,0,1.4744,1.0000,1.0000,0.8721,1.0000,1.0000,1.0000,1.5419,1.1435
63,ANGRY DOG BUILD SEED MOVE WOOD,,1,0.3000,0.0000,1.0000,0.0000,1.0000,1.0000,1.0000,-17.5480,1.1014
64,DOG WANT BRIDGE SEE AUTOMATED HAPPY,CROWD AUTOMATED CONNECTED FAST,0,1.2493,1.0000,0.8000,0.0463,0.8000,1.0000,0.6000,3.3292,1.1088
65,TIME SPREAD,FORGET,0,1.2349,1.0000,0.6667,0.1746,1.0000,1.0000,0.0000,0.8284,1.1151
66,MOUNTAIN,WOLF UPDATE WOLF SEE ENCRYPTED KEY SPREAD SPREAD BURN GROW POWER MAP PROUD SLOW WOMAN,0,1.3285,1.0000,1.0000,0.1424,1.0000,1.0000,1.0000,0.8876,1.1257
67,TRAPPED MAN FOLLOW CAR ATTACK SOLDIER,ENCODE,0,1.3695,1.0000,1.0000,0.3474,1.0000,1.0000,1.0000,5.3679,1.1379
68,SECRET BORDER GROW,PLAN UPDATE VAST DEAD GUARD SIMPLE WEAK ROBOT FOLLOW,0,1.2742,1.0000,0.9107,0.0047,0.8571,1.0000,0.8750,1.2960,1.1447
69,WOOD,SIMPLE FIRE,0,1.1762,1.0000,0.5556,0.0477,0.6667,0.0000,1.0000,0.1316,1.1463
70,REBELLIOUS LEADER,,0,1.2000,1.0000,0.6667,0.0000,1.0000,0.0000,1.0000,0.3709,1.1490
71,CROWD FOLLOW ANGRY TRAPPED WOMAN FORGET,ACTIVE DUST IMAGINE,0,1.2544,1.0000,0.7667,0.1220,1.0000,0.5000,0.8000,2.1785,1.1543
72,MAP BURN,,1,0.2000,0.0000,0.6667,0.0000,1.0000,1.0000,0.0000,-5.3958,1.1066
73,CROWD EAT WOOD HEAR CHANCE BURN,CHAOTIC PLAN ALGORITHM BOOK MOVE AUTOMATED METAL,0,1.2619,1.0000,0.8333,0.0597,0.6667,0.8333,1.0000,3.2144,1.1143
74,SEED MOVE HAPPY ISOLATED,CLOCK FALL WARN MOVE HOME CAMERA ENCRYPTED DEAD,0,1.2680,1.0000,0.8190,0.1115,1.0000,0.6000,0.8571,1.9921,1.1220
75,PATTERN GROW,WEAK GUARD FALL BIRD HOME HAPPY CROWD BURN BIRD,0,1.3169,1.0000,0.9167,0.2094,1.0000,0.7500,1.0000,1.1699,1.1317
76,LIE GROW,BORDER THINK FIRE BETRAY PHONE AUTOMATED FAIL SPREAD DEAD SIMPLE INSECT VAST LANGUAGE FAIL VAST,0,1.2920,1.0000,0.9667,0.0099,0.9000,1.0000,1.0000,0.7853,1.1398
77,ROBOT,STRANGER RUN CLOCK SEE BRIDGE POWER CHILD CAT,0,1.2006,1.0000,0.5926,0.1143,0.7778,1.0000,0.0000,0.2839,1.1428
78,ACTIVE ENGINE ENCODE CLEAN CONNECTED DUST,LIE SPREAD,0,1.2976,1.0000,0.8889,0.1546,1.0000,0.6667,1.0000,2.5837,1.1505
79,GUARD HEAR HORSE BREAK SHARP OBEDIENT,SIMPLE ANGRY MAN SHARP ELDER,0,1.2181,1.0000,0.6825,0.0666,0.3333,1.0000,0.7143,1.5385,1.1539
80,DIRTY MARKET,FALL,0,1.3592,1.0000,1.0000,0.2959,1.0000,1.0000,1.0000,1.6019,1.1642
81,VAST WOOD,SPREAD FALL FAST ISOLATED WEAK HORSE FALL KNOW HORSE,0,1.3098,1.0000,1.0000,0.0491,1.0000,1.0000,1.0000,1.0613,1.1715
82,WEAK CHILD BURN,WEAPON ATTACK SEE,0,1.3026,1.0000,1.0000,0.0132,1.0000,1.0000,1.0000,1.1924,1.1780
83,GUARD MOVE WOLF FALL,SIMPLE PROUD LEADER FALL KNOW PATTERN FALL HORSE BUILD VAST WARN UPDATE CITY,0,1.2446,1.0000,0.7905,0.0372,0.5714,0.8000,1.0000,0.8941,1.1814
84,ORDERED BRIDGE,FREE COMPUTER BURN SPREAD TRAPPED WEAK ORDERED HAPPY,0,1.2758,1.0000,0.9048,0.0220,1.0000,1.0000,0.7143,0.8374,1.1861
85,BROKEN WEAPON,,0,1.2000,1.0000,0.6667,0.0000,1.0000,0.0000,1.0000,0.1202,1.1868
86,STRANGER BURN,,1,0.2000,0.0000,0.6667,0.0000,1.0000,1.0000,0.0000,-6.4524,1.1374
87,REBELLIOUS STRANGER,FORGET,0,1.3600,1.0000,1.0000,0.3000,1.0000,1.0000,1.0000,1.4383,1.1486
88,HOME,BOOK SEED TRUSTED DIRTY AUTOMATED FAMOUS GENERATE ALGORITHM BREAK SIMPLE OUTCAST TOOL DEAD COMPLEX UPDATE,0,1.3508,1.0000,1.0000,0.2541,1.0000,1.0000,1.0000,1.0192,1.1587
89,TOOL BURN,MAP,0,1.1876,1.0000,0.5556,0.1046,0.6667,1.0000,0.0000,0.1474,1.1601
90,SMALL GUARD GROW,ROBOT GUARD,0,1.2514,1.0000,0.8333,0.0072,0.5000,1.0000,1.0000,0.9087,1.1647
91,CAT CARRY ISOLATED DORMANT,CALM MAP SEE DORMANT BETRAY,0,1.3230,1.0000,0.8889,0.2818,1.0000,1.0000,0.6667,2.1815,1.1726
92,HAPPY CROWD,ASHAMED ASHAMED MOVE CAR INSECT GROW CLOCK,0,1.3081,1.0000,0.8333,0.2905,0.8333,1.0000,0.6667,1.0331,1.1794
93,BORDER,FALL TRADE,0,1.2230,1.0000,0.6667,0.1150,1.0000,1.0000,0.0000,0.1799,1.1816
94,CHILD FOLLOW LEADER CARRY DIRTY BOOK,RUN KNOW GUARD CAR,0,1.2572,1.0000,0.8413,0.0242,0.6667,0.8571,1.0000,1.5436,1.1853
95,WEAK WOMAN WANT DEBT ATTACK MAP,AUTOMATED MEMORY UPDATE RIVER DULL WEAK BOOK,0,1.2402,1.0000,0.7222,0.1176,0.6667,1.0000,0.5000,1.2536,1.1881
96,SEED,MOVE OUTCAST BREAK HORSE CITY BURN CROWD DULL MAP DENSE MAP SEE DENSE CORRUPTED CONNECTED,0,1.2932,1.0000,0.9583,0.0284,0.8750,1.0000,1.0000,0.4529,1.1933
97,CHAOTIC CAT,BURN WEAK FAIL HORSE STRANGER BIRD,0,1.2424,1.0000,0.6667,0.2120,0.3333,1.0000,0.6667,0.4419,1.1958
98,ORDERED PHONE,LANGUAGE CORRUPTED CARRY METAL SPREAD HEAR ANGRY SECRET LEADER FIRE FAIL CROWD GENERATE CORRUPTED POISON,0,1.2949,1.0000,0.9333,0.0746,1.0000,1.0000,0.8000,0.8901,1.2008
99,BORDER GROW,SOLDIER MOVE DRONE BURN CAMERA,0,1.1881,1.0000,0.5833,0.0655,1.0000,0.7500,0.0000,-0.0578,1.2001
100,MAP FAIL,BIG DRONE FALL,0,1.3273,1.0000,1.0000,0.1364,1.0000,1.0000,1.0000,0.8124,1.2065
101,ASHAMED LEADER HEAR PHONE FALL,SPREAD ENGINE GROW OBEDIENT BIRD SMALL CITY FORGET,0,1.2540,1.0000,0.8333,0.0198,0.7500,0.7500,1.0000,0.7319,1.2089
102,ISOLATED CAT,,0,1.2000,1.0000,0.6667,0.0000,1.0000,0.0000,1.0000,-0.0614,1.2084
103,AUTOMATED TIME SPREAD,GROW DULL ORDERED SMALL MOVE CLEAN MOVE WATER SAD FREE FIRE MOVE DULL SENSOR SEED,0,1.3311,1.0000,0.9259,0.2667,1.0000,1.0000,0.7778,1.2123,1.2145
104,CROWD SPREAD,,1,0.2000,0.0000,0.6667,0.0000,1.0000,1.0000,0.0000,-7.9188,1.1638
105,TIME GROW,SEE CAT BURN FOOD CONNECTED OUTCAST TOOL ACTIVE DIRTY SMALL DIRTY SPREAD CLOCK BIG METAL,0,1.3037,1.0000,0.9524,0.0898,1.0000,0.8571,1.0000,0.7827,1.1708
106,WOMAN CARRY CAMERA FALL,BROKEN FREE CROWD ASK BORDER GROW GROW WOMAN HEAR UPDATE CLEAN BUILD WEAK SMALL ASK,0,1.2658,1.0000,0.8586,0.0409,0.6667,0.9091,1.0000,1.3144,1.1756
107,WOLF BREAK VAST TOOL WANT SYSTEM,CITY DEAD FAIL,0,1.3690,1.0000,1.0000,0.3449,1.0000,1.0000,1.0000,4.0375,1.1852
108,ISOLATED SOLDIER,SPREAD,0,1.3707,1.0000,1.0000,0.3534,1.0000,1.0000,1.0000,1.4165,1.1945
109,REBELLIOUS STRANGER,EAT ENGINE TOOL,0,1.3446,1.0000,1.0000,0.2232,1.0000,1.0000,1.0000,0.9297,1.2020
110,TOOL GROW,BRIDGE GUARD METAL CHILD METAL RUN BUILD SYSTEM ISOLATED SYSTEM UPDATE CHOICE BIRD ASK,0,1.2907,1.0000,0.9250,0.0659,0.9000,0.8750,1.0000,0.4619,1.2064
111,SIMPLE WEAPON,WOOD,0,1.1762,1.0000,0.5556,0.0477,0.6667,0.0000,1.0000,-0.2864,1.2049
112,AUTOMATED IDENTITY GROW,MEMORY DRONE MOVE FAST SAD BURN CALM ERROR SAD CHILD GROW WOLF BURN,0,1.2348,1.0000,0.7250,0.0864,0.8750,0.5000,0.8000,0.2606,1.2064
113,FEAR SPREAD,FALL,0,1.2846,1.0000,0.6667,0.4228,1.0000,1.0000,0.0000,0.5315,1.2103
114,SECRET CHOICE SPREAD,FOOD DULL DOG MOVE AUTOMATED DRONE,0,1.3123,1.0000,0.9333,0.1613,1.0000,1.0000,0.8000,1.1975,1.2154
115,CHILD FOLLOW POWER CARRY TOOL HEAR,STONE FALL,1,0.2003,0.0000,0.5714,0.1444,0.8571,0.8571,0.0000,-19.6875,1.1647
116,PROUD WOMAN,,0,1.2000,1.0000,0.6667,0.0000,1.0000,0.0000,1.0000,0.2308,1.1664
117,SOLDIER HEAR ASHAMED VAST ELDER MOVE,MOVE HEAR TRAPPED,0,1.2164,1.0000,0.6667,0.0818,1.0000,0.0000,1.0000,0.8418,1.1689
118,TOOL BURN,CHANCE NETWORK WOLF SPREAD,0,1.2297,1.0000,0.6190,0.2198,0.8571,1.0000,0.0000,0.3212,1.1720
119,SIGNAL GROW,,1,0.2000,0.0000,0.6667,0.0000,1.0000,1.0000,0.0000,-6.0961,1.1234
120,POISON GROW,SMALL CORRUPTED ACTIVE DULL DENSE SAD BIG ASK FALL DOG STRANGER UPDATE ISOLATED FIRE CROWD,0,1.2861,1.0000,0.8968,0.0854,0.8333,0.8571,1.0000,1.1099,1.1315
121,METAL BURN,SAD CHANCE WOLF HEAR FOOD HEAR DIRTY BIRD WATER MOVE GENERATE FALL BURN,0,1.2705,1.0000,0.8750,0.0399,0.8750,0.7500,1.0000,0.8357,1.1385
122,TIME SPREAD,CHAOTIC FAST,0,1.4857,1.0000,1.0000,0.9287,1.0000,1.0000,1.0000,2.0862,1.1558
123,TOOL FALL,BURN WOMAN DIRTY COMPLEX MOUNTAIN SLOW BIRD STRANGER RUN,0,1.2447,1.0000,0.7778,0.0567,1.0000,0.3333,1.0000,0.4641,1.1603
124,CITY,HEAR BIG BIG REBELLIOUS TALK DUST,0,1.3546,1.0000,1.0000,0.2730,1.0000,1.0000,1.0000,1.0436,1.1700
125,CLEAN METAL FALL,SMALL SMALL ENGINE CHANCE ROBOT,0,1.3441,1.0000,1.0000,0.2204,1.0000,1.0000,1.0000,1.7189,1.1787
126,TOOL FALL,BIG GROW FAMOUS METAL FAIL STRONG CLEAN CHAOTIC COMPUTER FORGET,0,1.2542,1.0000,0.7857,0.0922,0.5000,0.8571,1.0000,0.3945,1.1825
127,ROOM,MOVE BIG,0,1.3314,1.0000,1.0000,0.1570,1.0000,1.0000,1.0000,0.6381,1.1899
128,WOMAN KNOW AUTOMATED KEY FOLLOW OBEDIENT,SOLDIER LAW,0,1.2702,1.0000,0.8889,0.0178,0.6667,1.0000,1.0000,1.8165,1.1939
129,BRIDGE,CROWD,0,1.1057,1.0000,0.3333,0.0286,1.0000,0.0000,0.0000,-0.3649,1.1895
130,LAW GROW,MOVE,0,1.2291,1.0000,0.5556,0.3124,1.0000,0.6667,0.0000,0.2437,1.1915
131,ASHAMED WOLF RUN,COMPUTER PRISON CHAOTIC WOOD HOME CROWD MEMORY BIG ENCODE TALK CAT,0,1.2870,1.0000,0.8727,0.1260,0.8182,1.0000,0.8000,0.8864,1.1963
132,BROKEN BOOK,FALL FIRE MOVE CHOOSE CLEAN WEAK SENSOR ELDER SOLDIER,0,1.3405,1.0000,0.9524,0.2742,0.8571,1.0000,1.0000,1.1815,1.2035
133,HORSE HEAR WEAPON,FORGET MOVE ANGRY GUARD FALL,0,1.2697,1.0000,0.8778,0.0319,0.8000,0.8333,1.0000,0.8578,1.2068
134,IDENTITY SPREAD,FAIL,0,1.2151,1.0000,0.5556,0.2421,1.0000,0.6667,0.0000,0.0497,1.2072
135,MEMORY GROW,CAT MOVE INSECT FALL FOLLOW LEADER BUILD DULL HOME ORDERED ROBOT CARRY DIRTY CLEAN CHILD,0,1.3077,1.0000,0.9524,0.1101,1.0000,0.8571,1.0000,0.5605,1.2122
136,SENSOR FAIL,,1,0.2000,0.0000,0.6667,0.0000,1.0000,1.0000,0.0000,-7.6385,1.1616
137,CHILD WANT BOOK CARRY FOOD HELP,DRONE SEE AUTOMATED CORRUPTED KNOW CROWD CLEAN GUARD MOVE LEADER ENCRYPTED,0,1.2437,1.0000,0.7798,0.0491,0.7143,0.6250,1.0000,1.6411,1.1657
138,FAST ROBOT,CORRUPTED SENSOR SOLDIER ORDERED RULE MOVE DIRTY DORMANT KEY,0,1.2733,1.0000,0.8472,0.0958,0.8750,1.0000,0.6667,0.9272,1.1711
139,WEAK DRONE HEAR SMALL STONE COMPUTE,,0,1.3000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,2.8111,1.1776
140,STRANGER BUILD MOUNTAIN CARRY SIMPLE SLOW,CITY FALL FALL HEAR HAPPY FALL FIRE CHAOTIC ROAD BURN,0,1.2408,1.0000,0.7714,0.0469,0.8571,0.8571,0.6000,1.3631,1.1807
141,OUTCAST HORSE,BOOK ENGINE WOLF TRUSTED CHAOTIC IDENTITY LEADER HAPPY FALL FREE COMPLEX RIVER DEAD GROW BETRAY,0,1.3125,1.0000,0.8561,0.2785,0.8182,1.0000,0.7500,1.0385,1.1873
142,MEMORY GROW,,1,0.2000,0.0000,0.6667,0.0000,1.0000,1.0000,0.0000,-5.3266,1.1379
143,BROKEN STONE,AUTOMATED REBELLIOUS HAPPY PRISON,0,1.3049,1.0000,0.6111,0.6080,1.0000,0.0000,0.8333,1.3660,1.1463
144,SYSTEM GROW,WOMAN ANGRY BIRD BUILD FAIL CALM ERROR CALM UPDATE SYSTEM,0,1.2546,1.0000,0.8333,0.0231,0.6667,0.8333,1.0000,0.5798,1.1517
145,SIMPLE SYSTEM SPREAD,IMAGINE BUILD CITY,0,1.3293,1.0000,1.0000,0.1465,1.0000,1.0000,1.0000,1.7113,1.1606
146,LANGUAGE SPREAD,ISOLATED FOLLOW TRUSTED MOVE,0,1.3528,1.0000,1.0000,0.2639,1.0000,1.0000,1.0000,1.2520,1.1702
147,HOME,SOLDIER POWER DIRTY,0,1.2172,1.0000,0.6667,0.0858,1.0000,0.0000,1.0000,0.2188,1.1725
148,IDENTITY GROW,ORDERED SYSTEM CALM GUARD FALL INSECT,0,1.2325,1.0000,0.7556,0.0290,0.6000,0.6667,1.0000,0.3372,1.1755
149,ASHAMED MAN RUN,TOOL CHOICE,0,1.3311,1.0000,1.0000,0.1555,1.0000,1.0000,1.0000,1.3737,1.1833
150,GUARD BURN,WEAK STRANGER TIME MOVE PRISON MOVE CROWD BREAK CHOICE DRONE,0,1.2152,1.0000,0.7037,0.0206,0.7778,0.3333,1.0000,0.2093,1.1849
151,WOLF RUN,CORRUPTED RUN SPREAD ELDER CROWD PROUD HAPPY,0,1.2260,1.0000,0.7222,0.0469,0.6667,0.5000,1.0000,0.3068,1.1870
152,FREE WOLF EAT FOOD FOLLOW ASHAMED,SIMPLE METAL HEAVY ELDER IMAGINE MOVE CALM TIME CONNECTED DUST MEMORY TALK,0,1.2374,1.0000,0.7759,0.0229,0.8000,0.7500,0.7778,1.0289,1.1895
153,STRANGER,PATTERN FAIL,0,1.3000,1.0000,0.6667,0.5000,1.0000,1.0000,0.0000,0.4847,1.1950
154,WOLF HEAR SHARP ENGINE WARN BIG,FOLLOW WEAPON GUARD BUILD DOG FOLLOW ANGRY ASHAMED SHARP CAR BURN CAT GROW,0,1.2144,1.0000,0.7090,0.0083,0.5714,0.8889,0.6667,0.4676,1.1960
155,OUTCAST,FAIL CLEAN WATER WANT CORRUPTED SIMPLE SAD SENSOR UPDATE ERROR MARKET,0,1.4098,1.0000,0.9444,0.6324,1.0000,1.0000,0.8333,0.9447,1.2067
156,WOMAN BURN,SECRET CAT FALL DORMANT BOOK,0,1.2574,1.0000,0.8222,0.0537,0.8000,0.6667,1.0000,0.3783,1.2092
157,HOME,FOLLOW LAW BREAK,0,1.2100,1.0000,0.6667,0.0498,1.0000,1.0000,0.0000,0.0033,1.2092
158,WOMAN FOLLOW REBELLIOUS CLEAN SOLDIER FORGET,BIG SOLDIER LIE SPREAD,0,1.2654,1.0000,0.8333,0.0769,0.5000,1.0000,1.0000,1.0018,1.2121
