global_episode,round,trained_side,prefix,completion,valid,attacker_reward,loss
206,1,attacker,DORMANT,DRONE COMPUTE ERROR,0,1.4611,0.0807
207,1,attacker,DORMANT,SEED BURN,0,1.4243,0.0724
208,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0360
209,1,attacker,DORMANT,COMPUTER GENERATE ERROR,0,1.4598,0.0735
210,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0333
211,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0314
212,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0293
213,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0305
214,1,attacker,DORMANT,FIRE BURN,0,1.4243,0.0588
215,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0290
216,1,attacker,DORMANT,FIRE BURN,0,1.4243,0.0494
217,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0304
218,1,attacker,LIE,SPREAD,1,0.2129,-4.7666
219,1,attacker,DORMANT,ROBOT,0,1.3742,0.0495
220,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0278
221,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0241
222,1,attacker,DORMANT,DRONE,0,1.3664,0.0470
223,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0274
224,1,attacker,DORMANT,SEED BURN,0,1.4243,0.0522
225,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0289
226,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0289
227,1,attacker,DORMANT,SOLDIER BURN,1,0.4434,-0.0256
228,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0255
229,1,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-1.3621
230,1,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-1.3796
231,1,attacker,DORMANT,DRONE FALL,1,0.4478,-0.0197
232,1,attacker,DORMANT,DRONE FALL,1,0.4478,-0.0195
233,1,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-1.1962
234,1,attacker,DORMANT,COMPUTER COMPUTE ERROR,0,1.4598,0.0497
235,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0191
236,1,attacker,DORMANT,DRONE COMPUTE SYSTEM,0,1.4606,0.0466
237,1,attacker,DORMANT,ROBOT FALL,1,0.4584,-0.0188
238,1,attacker,DORMANT,COMPUTER UPDATE SMALL FIRE,0,1.4657,0.0431
239,1,attacker,DORMANT,SEED BURN,0,1.4243,0.0392
240,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0243
241,1,attacker,DORMANT,ROBOT FALL,1,0.4584,-0.0210
242,1,attacker,DORMANT,DRONE FAIL,1,0.4600,-0.0187
243,1,attacker,DORMANT,DRONE FALL,1,0.4478,-0.0201
244,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0203
245,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0192
246,1,attacker,DORMANT,DRONE FAIL,1,0.4600,-0.0185
247,1,attacker,DORMANT,DRONE FALL,1,0.4478,-0.0159
248,1,attacker,DORMANT,ROBOT,0,1.3742,0.0427
249,1,attacker,DORMANT,DRONE FAIL,1,0.4600,-0.0177
250,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0213
251,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0186
252,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0186
253,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0171
254,1,attacker,DORMANT,DRONE,0,1.3664,0.0424
255,1,attacker,DORMANT,DRONE FALL,1,0.4478,-0.0219
256,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0192
257,1,attacker,DORMANT,MAP SPREAD,0,1.4306,0.0513
258,1,attacker,TRUSTED,INSECT SPREAD,1,0.3366,-2.7263
259,1,attacker,DORMANT,DRONE COMPUTE SYSTEM,0,1.4606,0.0488
260,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0259
261,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0309
262,1,attacker,DORMANT,ROBOT,0,1.3742,0.0576
263,1,attacker,DORMANT,ROBOT FALL,1,0.4584,-0.0252
264,1,attacker,DORMANT,FIRE BURN,0,1.4243,0.0575
265,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0212
266,1,attacker,DORMANT,ROBOT,0,1.3742,0.0378
267,1,attacker,DORMANT,COMPUTER HEAR VAST ORDERED INSECT,0,1.4520,0.0516
268,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0243
269,1,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-2.1188
270,1,attacker,DORMANT,DRONE FAIL,1,0.4600,-0.0205
271,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0220
272,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0183
273,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0177
274,1,attacker,DORMANT,DRONE FAIL,1,0.4600,-0.0152
275,1,attacker,DORMANT,DRONE FALL,1,0.4478,-0.0176
276,1,attacker,DORMANT,ROBOT,0,1.3742,0.0313
277,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0168
278,1,attacker,LANGUAGE,SPREAD,1,0.2033,-3.8924
279,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0144
280,1,attacker,DORMANT,DRONE MOVE SEED,0,1.4526,0.0422
281,1,attacker,DORMANT,DRONE FALL,1,0.4478,-0.0153
282,1,attacker,DORMANT,COMPUTER,0,1.3621,0.0354
283,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0178
284,1,attacker,DORMANT,DRONE FALL,1,0.4478,-0.0175
285,1,attacker,DORMANT,ROBOT FALL,1,0.4584,-0.0145
286,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0173
287,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0158
288,1,attacker,DORMANT,SOLDIER BURN,1,0.4434,-0.0134
289,1,attacker,BROKEN,DRONE FAIL,1,0.4802,-1.4893
290,1,attacker,DORMANT,DRONE FALL,1,0.4478,-0.0134
291,1,attacker,DORMANT,SEED BURN,0,1.4243,0.0356
292,1,attacker,DORMANT,COMPUTER,0,1.3621,0.0313
293,1,attacker,DORMANT,FIRE BURN,0,1.4243,0.0376
294,1,attacker,DORMANT,ROBOT,0,1.3742,0.0276
295,1,attacker,DORMANT,ROBOT FALL,1,0.4584,-0.0191
296,1,attacker,DORMANT,ROBOT,0,1.3742,0.0265
297,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0177
298,1,attacker,DORMANT,DRONE FAIL,1,0.4600,-0.0155
299,1,attacker,DORMANT,DRONE FAIL,1,0.4600,-0.0176
300,1,attacker,TRUSTED,INSECT SPREAD,1,0.3366,-3.7272
301,1,attacker,DORMANT,SEED BURN,0,1.4243,0.0291
302,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0161
303,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0163
304,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0140
305,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0135
306,1,attacker,DORMANT,ROBOT,0,1.3742,0.0271
307,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0134
308,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0130
309,1,attacker,DORMANT,ROBOT FALL,1,0.4584,-0.0127
310,1,attacker,DORMANT,DRONE SEE BIRD,0,1.4577,0.0329
311,1,attacker,DORMANT,SEED BURN,0,1.4243,0.0332
312,1,attacker,DORMANT,SEED BURN,0,1.4243,0.0274
313,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0155
314,1,attacker,DORMANT,CLOCK FAIL,0,1.4516,0.0256
315,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0195
316,1,attacker,DORMANT,ROBOT FALL,1,0.4584,-0.0149
317,1,attacker,DORMANT,DRONE FALL,1,0.4478,-0.0151
318,1,attacker,DORMANT,PLAN SPREAD,0,1.4451,0.0240
319,1,attacker,DORMANT,DRONE COMPUTE MEMORY,0,1.4625,0.0221
320,1,attacker,DORMANT,ROBOT FALL,1,0.4584,-0.0173
321,1,attacker,DORMANT,SEED BURN,0,1.4243,0.0237
322,1,attacker,DORMANT,DRONE FAIL,1,0.4600,-0.0167
323,1,attacker,DORMANT,DRONE COMPUTE SIGNAL,0,1.4615,0.0220
324,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0176
325,1,attacker,DORMANT,FIRE BURN,0,1.4243,0.0201
326,1,attacker,DORMANT,DRONE FALL,1,0.4478,-0.0175
327,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0183
328,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0152
329,1,attacker,DORMANT,SEED BURN,0,1.4243,0.0204
330,1,attacker,DORMANT,SEED BURN,0,1.4243,0.0205
331,1,attacker,DORMANT,FIRE BURN,0,1.4243,0.0187
332,1,attacker,DORMANT,ROBOT FALL,1,0.4584,-0.0178
333,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0168
334,1,attacker,FAMOUS,INSECT SPREAD,1,0.3383,-2.2230
335,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0157
336,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0149
337,1,attacker,DORMANT,DRONE COMPUTE SIGNAL,0,1.4615,0.0237
338,1,attacker,DORMANT,CAR FALL,0,1.4276,0.0196
339,1,attacker,DORMANT,COMPUTER COMPUTE LAW,0,1.4552,0.0191
340,1,attacker,DORMANT,ROBOT FALL,1,0.4584,-0.0169
341,1,attacker,DORMANT,DRONE FALL,1,0.4478,-0.0161
342,1,attacker,DORMANT,SEED BURN,0,1.4243,0.0214
343,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0172
344,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0150
345,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0155
346,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0157
347,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0135
348,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0141
349,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0142
350,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0125
351,1,attacker,DORMANT,DRONE FALL,1,0.4478,-0.0143
352,1,attacker,DORMANT,DRONE,0,1.3664,0.0231
353,1,attacker,DORMANT,ROBOT FALL,1,0.4584,-0.0156
354,1,attacker,DORMANT,DRONE FAIL,1,0.4600,-0.0125
355,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0115
356,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0119
357,1,attacker,DORMANT,ROBOT,0,1.3742,0.0264
358,1,attacker,DORMANT,FIRE BURN,0,1.4243,0.0300
359,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0213
360,1,attacker,DORMANT,DRONE FALL,1,0.4478,-0.0213
361,1,attacker,DORMANT,SEED BURN,0,1.4243,0.0324
362,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0161
363,1,attacker,DORMANT,ROBOT,0,1.3742,0.0289
364,1,attacker,DORMANT,SEED BURN,0,1.4243,0.0243
365,1,attacker,DORMANT,DRONE FAIL,1,0.4600,-0.0200
366,1,attacker,DORMANT,FIRE BURN,0,1.4243,0.0228
367,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0198
368,1,attacker,DORMANT,DRONE FALL,1,0.4478,-0.0208
369,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0162
370,1,attacker,DORMANT,DRONE COMPUTE SYSTEM,0,1.4606,0.0316
371,1,attacker,DORMANT,SEED BURN,0,1.4243,0.0269
372,1,attacker,DORMANT,DRONE COMPUTE COMPLEX,0,1.4645,0.0313
373,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0216
374,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0183
375,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0167
376,1,attacker,DORMANT,COMPUTER FAIL,1,0.4579,-0.0171
377,1,attacker,DORMANT,DRONE FAIL,1,0.4600,-0.0160
378,1,attacker,DORMANT,DRONE FALL,1,0.4478,-0.0203
